Title,Review,Rating
Dead Poets Society Review (L&L),"Inspirational movie to watch at all ages. ''Dead Poets Society'' was directed by Peter Weir and produced Steven Haft, Paul Junger Witt and Tony Thomas. It has been published in 1989 and has a total length of 123 minutes. The movie ist about a boys school in Vermont which is named Welton Academy. Most of the teaching is done in a very strict way because of the four pillars of the school. The new english teacher Mr. Keating wants the boys to be free thinkers without thinking of the consequences. The main actor Robin Williams, who plays the role of John Keating fits perfectly in his role. Robert Sean Leonard as Neil Perry, Ethan Hawk as Todd Anderson, Josh Charles as Knox Overstreet and last but not least Gale Hansen in the role of Charlie Delton represent their characters very well, despite their youth. In our opinion this movie is a great way to rethink your current decisions in order to live a joyful life. While watching this movie you'll think about how you can make your life extraordinary and it shows what an impact your words can have on people. For example how Neil reacts to his fathers words. The director's intention is have an impact on peoples lifes in order to seize their days and that they've got a life to live. He wants that we think about the stories that we could tell in our future because we are maybe for some people an idol. We would recommend the movie because of its great story and amazing message behind it.",9
A life lesson.,"In this film, the life of a conservative school for rich young people is changed by the arrival of a poetry teacher with ideas and unorthodox methods. Directed by Peter Weir, has a screenplay by Tom Schulman and features Robin Williams in the lead role. It won the Oscar for Best Original Screenplay and is regarded as the consecration film of Williams' career.

For me, its one of most moving and uplifting films I saw. In a world where the task of teaching is often undervalued by parents, pupils and even by governments, this film shows how a teacher can change the thinking and life of a student, for the best or the worst. In order to teach its enough to know, but to be a good teacher you must have passion. And it is precisely this love of the act of teaching (and what is taught) that transforms and captivates students. Another powerful message that this film conveys is the importance of thinking in an original way, according to our own head, instead of thinking according to what others preach. Finally, the film draws attention to the limited time we have to be better than we are, ""seize the day, and make your lives extraordinary"".

The cast were up to the challenge but Robin Williams holds the whole audience with an accurately and deeply moving performance. The sets and costumes are good, managing to perfectly recreate the atmosphere of schools of rich and privileged students. Photography is regular. The soundtrack is good and makes a good accompaniment of the film.",10
Dead Poet's Society - the adolescent's story of hope,"Dead Poet's Society is a brilliantly scripted movie about growing up and the importance of realizing our true potential. The movie poignantly shows how youthful rebellion is actually the only way that teenagers have of asserting their individuality. Thankfully the young students in this story have an empathic teacher who teaches them not to accept a clichéd world. Some other teacher might have taught them to rebel with violence - which is so easy for misguided youth to learn and do, but not this teacher! The strongest expressions of rebellion he teaches them are tearing up books and standing on the class bench. Beautiful performances by Robin Williams and the bunch of boys - especially the one who commits suicide. A must-see for all teenage students and teachers, and parents who have adolescent children.",8
"Flow, my tears","Oh my God. I have never been so deeply moved by a movie. Never. This is absolutely one of my favourite 5 movies ever. The story about a professor who opens his students' eyes, encouraging them to seize the day is so warm, so honest and heartwarming, I cried like a baby when it ended. This movie made my life different.",10
A very touching movie,This is a movie that at least everyone should see once in there life Robin Williams gives one of best performances he should have one his Oscar for this not good will hunting so yeah one of the best films of the 1980s.,9
A piece of excellent art left to us.,"Whenever I think of Robin Williams, I will think of this movie and all other gems left to us. Your performance give us relief from the hard life and inspiration to live well. Thanks to you. Hope you live well in the other world.",10
"First time: OK, Second time: Wow, Third time: All time favourite","The first time I saw this movie at school and I thought it was OK, but later, when I saw it again and again, I really started to love it. And now it's my all time favourite! The cast is great, the pictures are beautiful and the story is strong.",10
"The power of sensitive. If you cry with this film, you're human.","""Dead Poets Society"" is the masterpiece of Peter Weir also ""The Truman Show"". I think that's the best film of 1989, over another masterpiece ""Driving Miss Daisy"", but i prefer this. It had a lot of sensitive moments and it makes you think. Robin Williams gives his best performance, doing the role of a poetry teacher (John Keating), that shows poetry with a fabulous point of view. Also the film has the first performance of Ethan Hawke, Robert Sean Leonard, and more people. The Screenplay is absolutely wonderful and the soundtrack relaxing and beautiful. The recreation of the college is so credible. Peter Weir one of the best directors of the moment, in my own opinion. He makes good films, originals, amazing... The sensitive in this film has a very important role, it makes you cry, because is a magical story about a group of friends and the relations with another the people, the poetry, the love... If you cry with this film, you're human. One more thing, ""DEAD POETS SOCIETY"" is the best film of 1989. Don't miss it.",10
One of my favorites forever!,"The first time i saw this movie i was sixteen, and i loved it profoundly, not only because it was a terrific film, but because it had a great impact on my life, it moved me deeply.

Like Mr Keaton, played perfectly by Robin Williams, one of my favorite actors ever, this movie made think about the important things that really mattered in life: friendship, courage to be yourself, the beauty and truth of poetry, and the great miracle that was thinking. I found myself wandering, like those boys, what were my dreams; the hopes and goals i had for my life.

Thanks to Dead Poets, i began to appreciate the value of a good movie, and to see it not only as a mere distraction, but also like an event that could improve and enrich my life forever.",10
My most favourite movie of all time !,"I do not want to bore you with all these little details that made me love this movie.... I just want to give you the advice to go and see it if you haven't yet. Dead Poets Society is my most favourite movie of all time. It might change the way you are thinking about life. The music is beautiful, the poems are great and the actors are fabulous. This is a 10.",10
War against society rules,"Its about love, patient, human being Music was great Actor's was great The story line was fantastic. I will see this film over and over again!",10
Follow Your Passion,"O Captain my Captain

The movie is set in the late 60s in an American boarding school. A group of boys become friends and they all take a shine to a particular teacher, Mr Keating. The English teacher that rebels the system and wants them to learn and grow as humans rather than just copy and paste learning from a book. The lessons he teaches aligns with their struggles in Love, passion, friendship, guidance, and being a person.

This is a phenomenal movie and I've seen a review saying it's cringe in 2024, well I believe you have missed the entire point of the movie.

It's a deeply moving movie, the first half is a little slow at times when Robin isn't on screen but this can be argued as there is a lot of set up to do with the boys.

It would be the last hour that is perfect and the last 30 minutes that is some of the best acting I've seen.

You can take so many things from this movie but for me it's follow your dreams, be who you are, don't bend or change for society or because it might not be ""popular"", just go for it, LIVE because at some point you won't get the chance to live again, and if that's not relevant I don't know what is.

Loved it, a 9/10 I never want to watch again.",9
Definite Watch,"Everyone should definitely watch this movie. It changed my life. It's a constant reminder to ""make your life extraordinary,"" because often, we all get caught up in the daily routine of life and what ""we're supposed to be doing"" and we forget to live life to its fullest.

This movie will make your inner-child come out. I would especially recommend it if you are into romanticism and authors such as Thoreau. The poetry exposed in Dead Poets Society is some of the greatest in history, so if you're a literature geek, you should also watch this movie.

On a scale of 1 to 10, I give it a 20.",10
"Seamless scriptwriting, direction and performances, with a rousing, meaningful and convincing ending","A very fine film well worth two hours of your life - you won't be checking your watch for one moment, such is the quality and of the seamless screenplay, direction and performances.

It is reminiscent of the magnificent ""If"", as far as being a portrayal of an establishment-fodder factory is concerned, and of many classic ""schooling"" films such as ""Blackboard Jungle"" (1955) and ""From Sir With Love"" (1967) in its theme of the heroic committed teacher going the extra miles purely out of conscientiousness.

It is however curious that the scripwriter could not find a better aphorism for independence of mind and non-conconformity - even admittedly in the context of a repressed and repressive institution such as the college portrayed - than ""caveat emptor"", an ethos associated more closely with self indulgence than with due principled rebellion against stultifying pseudo-conservative tradition. They are strange people, scriptwriters. At least this film got - unusually - a rousing, meaningful and convincing ending.

Like the stellar ""One Flew Over a Cockoo's Best"", it is remarkable that the producer and director managed to find an enlightened relevant institution willing to overlook the implied slight to itself too, lend itself to the project and supply its grounds (and, incredibly, in OFOTCCN, its staff and patients too) for it.

This is Robin William's finest performance, worthy of renown. As with other films employing teenage actors, most notably ""American Graffiti"" (1973), it's always interesting to spot the faces who became big. As, in ""From Sir to Love"" it was Lulu, here it's Ethan Hawke, primarily - scenes with Lara Flynn Boyle apparently having been deleted.",9
The greatest,"Dead Poets Society, brings us a wonderful message with very smooth and uniform filming. You can understand what the point of everything is without knowing that you are getting there.

9/10 because the ending is wonderful and I don't think anyone was expecting it. But I thought they could have gone a little deeper into the other characters.

On the other hand you can feel the pain, the dreaming of the main character getting destroyed, the motivation of the poets, and the pov the professor want to teaching them. You can also call this movie the dead artists society, because in a way it talks about how the system kills artists and their freedom.

This movie is so deep it's literally my roman empire.",9
Seize the Day,"This movie was absolutely wonderful. I've always been a big fan of Robin Williams. He is a great comedic actor, but this incredible dramatic portrayal of John Keating, is what makes this one of my most favorite movies of all times.

Not only is Robin Williams absolutely intriguing, but so is Robert Sean Leonard, Ethan Hawke, and Josh Charles. As Keating's students, they build the plot with their own individual stories, which come together in the end, for an astounding ending, that will make you cheer.",9
Magnificent,OUTSTANDING...Extraordinary acting This movie should do part of the learning in our schools,8
A delicate performance.,"Unorthodox teaching methods shocks school members, but does inspire pupils to think beyond the dull, white collar careers ahead of them. But experiments with freedom come at a price. It radiates intelligence, humanity & warmth through many such small moments. It is an often overlooked screen gem.",10
A must see for all literature lovers!,"I first saw this movie in a literature class back in high school. It was the only movie my teacher showed that year and she showed it for a reason; poetry is powerful and important.

This movie follows the lives of a handful of young men at a conservative private academy. A new English teacher-and former student of the academy-(Robin Williams) shakes things up. He teaches the students not just to READ literature, but to LOVE and APPRECIATE it. However, the student's new found love for poetry causes some problems for them.

Dead Poets Society contains important lessons on life, love and art that, in my opinion, no other movie has ever captured. It is a must see for all literature lovers, English teachers and anyone who has ever stood up for what they wanted.",10
Carpe diem! Iconic! Amazing and genius! Art!,"This movie got multiple messages to tell, one of them is Carpe diem!

Displaying the human uniquness of creating art, dreams, hope and passion!

A critical commitment to conservative pedagogy

A extremely deep, sad, heavy, thought provoking and socially critical and genius film embracing freedom and thinking freely, and our ability to create! Its a film which truly shows what makes us human!

A teacher that stands out with his teaching to give new perspectives and a character to dare to stand up for himself, hes ideals and hes opinions.

Music is great! Great and beautiful filming and editing!

Robin William makes one of his best ever performances. And extremely great performances by all the other actors aswell!

Manuscript is poetry and art itself!

A very important film!

Extremely well-made!

Wonderfull iconic last minutes and ending!

A must-see! I totally recommend it to everyone!",9
Must Watch If You Love Arts,This movie is a masterpiece and a cult. You must watch it if you are a free sole and trapped in you daily routine. This movie inspires and in the end leave you with a question as to what this life really is.,10
Love it!,"This is one of my all-time favourite movies. The acting is terrific, the story amazing and very very powerful. Everyone I know loves this movie, it is the best!! Robin Williams is a very moving actor, and the ""boys"" are excellent too.

10 out of 10",10
Living Truth in Dead Poets,"Well-acted drama. Very touching. One cannot help but feel empathy for this ""phalanx of pubescence,"" struggling at the peak of their youth with self-identity in a world of privilege, pressure and conformity. Their new English teacher, Mr. Keating, is the perfect muse to aid them in exploring a more profound and inquisitive existence. To ""live deliberately."" To love language, and poetry. To discover its meaning in their own lives. And ""Dead Poets Society"" illustrates what a great teacher Mr. Keating was. His students learn, and reveal by way of demonstration, one of the most valuable lessons in life: courage, truth, integrity and honor. It stands as the best evidence of Keating's innocence, dedication and ability. Cinematically brilliant, well-conceived.",9
"The best film ever made,an unquestionably master piece","I've seen this movie a lot of times,in fact,I bought it after I saw it the first time and I'm still always looking for time to watch it again. In this movie we can watch pretty good performances;emphasizing one or two of them would be unfair because they all are incredible,however I can say I consider Robin William's performance in this film the best of all his filmography. Technically,the whole crew made a unquestionably good work.The BSO worthy of an Oscar is mixed with wonderful landscapes caught with a brilliant photography. Peter Weir surpassed himself too with his work in this film. This film changes the audiences lives and make them feel into the film,because they talk about problems and subjects present in our society and make the audience think deeply about them as well as Mr Keating does in the film.After seen it everybody wants to ""be more"",and you feel you can ""be more"" if you simply ""SEIZE YOUR DAY"".",10
Amazing movie,One of the best films I've ever seen! There's so much good about this movie! The students are terrific and even the dialogues are great. This is a movie that I can't imagine anyone not liking. It is good in every way.,10
A movie to know Carpe Diem,"When I saw the movie the firts time I was in a study group formed by different young professionals and university students. We have a good professors that serve as leader of the group. We were reading about personal development, human groups interaction, etc. Paul Waslawit, Carl Rogers, etc. When I commented on the movie they decide to see it, and as it happens to me, they loved it, as well as our leader. I did not tell them that I wanted to cried but I did not because I was with a friend. The second time I just let some tears to came out. The third time I was crying like a baby. An import note: every time I see it, I find new things in the movie. To me is my favorite movie. I love it a lot, while Mr. Robin Williams is, with Jack Nicholson and Dustin Hoffman, one of my favorite actors.",10
Inspiration for a life-time,"Teenagers, parents, educators, watch out; if you're looking for a film to make you think, and inspire you, this is it. Moving, funny, dramatic. Amazing peformances. One my of most favorite (top 5) movies of all time.",10
"O, Captain my Captain","For years I put off watching this movie thinkin its some lame sappy poetic BS, and all I can say is I regret not watching this movie sooner in life. It just absolutely changed everything. A must see atleast once in your life.",10
Another classic from Peter Weir!,"It took me the master's death to finally watch Dead Poets Society... nearly a quarter of a century after the film was made.

No answers to why it took me so long considering that I've always been a Peter Weir fan. Ever since I watched the haunting 'Picnic at Hanging Rock,' a movie that left me a tad unsettled, confused. I thought about the movie for days after, but eventually ended up in awe of his filmmaking.

'Dead Poet's Society' is simpler; it's got a straightforward story, youth, spice, drama, humour, music all strung together by good performances by the lads at Welton and of course class acting by the recently departed Robin Williams.

Using literature and poetry to deal with a subject like conformism and of the heavy hand that always tries to strike down those who oppose it, was masterfully done.

As a literature student myself, the poets chosen, the verses selected - were all woven in beautifully aiding the story telling.

For me, watching a Peter Weir movie is like sitting quietly, observing a beautiful impressionist painting. Beauty, solitude and a tinge of sadness. And Dead Poets Society is a perfect example.",8
Movie Single Handedly Catapulted me into Puberty,"Heartbreaking movie full of Beautiful Intelligent Boys, Whitman and a New England Fall...what more can you ask for? Oh yeah, Robin Williams.

Sometimes you just forget how good a movie really is. This is the case with Dead Poets Society, for anyone, girls especially, who thought you know who was too cute, brilliant and sensative to die and spent the rest of the day crying about it and hugging your copy of Leaves of Grass, go out and rent it again. You won't be sorry.",10
"Best of the ""Private school"" movies","In Robin Williams first serious role he plays the teacher, father figure, big brother type to boys in a repressive school. The movie has many great elements and plot line. There are also many great acting jobs done by Williams (in more of a supportive role), Hawke, Leanord and especially Smith playing Mr. Perry. If it wasn't for his powerful performance as the overbearing controlling father this movie would not nearly have the impact it does. (It was so good, it was hard to see Smith in the comedic role of the father in ""That 70's show"" nearly 9 years later). Great movie for 14-18 year-olds to watch with the family and spawn discussions about what you want to do with your life and living life the fullest. ""Carpe diem"". 10/10

(BTW ""The Emperor's Club (2002) is a lame turn table on this movie in that the teacher is trying to make them be the opposite. It's OK but pales in comparison).",10
A great film,"Peter Weir's Dead Poets Society is a masterpiece. It achieves showing an interesting story about certain prep school teenagers and the art of teaching. The film is sad but a great drama, and highly enjoyable. I found the performances very convincing and liked the direction of Peter Weir here. The screenplay was written very well, an emotionally charged film. Williams is his best here, its this role that helps shape another great performance of his in 98's Good Will Hunting. I liked this film a lot though, not even comparable to crap films like School Ties or even better than the recent powerful Swedish film Evil, which was brutally violent and got its point across but did not leave as great as impression as this film did, without the violence. A great film, deserves all the praise it receives. --- IMDb Rating: 7.7, my rating: 10/10",10
Great Influence,"This movie influenced my youth and life as young adult more than any other movie. I saw it at least ten times in 1989/90 and it opened my eyes for the beauty of literature and the importance of tolerance and friendship.

Very moving, it still makes me think positive about life and is one of my all-time favorites. 10/10",10
A truly inspiring film.,Dead Poets Society is a truly inspiring piece of film-making. Robin Wiliiams is great in this one and the rest of the cast are good as well. Great direction from Peter Weir and great cinematography by John Seale.,8
Carpe Diem! Follow your dreams!,"Seize the day!. This is the main message this movie tries to convey, and it's not the first nor the last movie to try this. But, for me, it is the one that succeeds best, outclassing even the much acclaimed American Beauty by placing the message into a much deeper, more profound shell.

The story is that of an English Literature teacher who comes to profess into the highschool from which he graduated several years ago, a highschool of great tradition who praised discipline, respect and... well, tradition. John Keating starts by totally surprising his students with his unconventional teaching approach and ends up, in a very short period, by changing his students' way of seeing the world, helping them start thinking for themselves, seeing things through their own eyes, in short, helping them develop a personality.

Of course, all this initiative, doubled by the unusual teaching methods which involved exercises in the courtyard, playing soccer, etc. is not well seen by the other professors and by the children parents. This conflict will evolve into a sad, but extremely touching ending, that manages to transmit the clear message that was intended.

This is a simple but very powerful movie by director Peter Weir (Truman Show, Fearless) and displays one of the best (my favourite) performances by Robin Williams as John Keating together with a very believable interpretation by a group of young actors.

See this movie and try to learn the lesson and live by its teachings. It seems quite hard to do, in a society that usually ""forces"" us into roles that we didn't want to play, but we should never cease to follow our own dreams if we care to feel what means to be alive.",9
Brilliant,"This is one of the movies that will change your life. I've seen it maybe 2 years ago for the first time, and just now for the second. Both times it left me in tears and speechless, unable to concentrate on anything else because I cannot stop thinking about the movie and how one person, someone we never thought would matter to us, can change our life forever. Everything about this movie is just brilliant and it's one of those movies I will always recommend to everyone and will watch over and over again.",10
Make your life extraordinary.,"If you come from a private school you know what all these guys feel, you know that a teacher as Mr. Keating, loved by the students, who tries to make teaching something different, not only classes where the teacher's smart and the students are dumb, is not admitted in a private school. But by mistake he enters this one and teaches his students something more important than literature while teaching it, to seize the day, to make one's life something extraordinary, to see life from a different angle, to do not pay attention to Dr. Prichett Ph.D. The movie shows how a school can change a person, how even can murder a person, just by the system it and the families of the students use to make ""better citizens."" If you haven't seen it, do so, you won't regret it, everybody can learn something.",9
Great Movie!,"The novel ""Dead Poets Society"" by N.H. Kleinbaum and written by Tom Schulman is about a strict highschool ,which is set in Vermont. moreover there is a new teacher with new teching methods and he does not think about consequences.

i saw the movie before Holidays in School. i was expecting a lot of the movie,beacause we red the book before. At the first Minute on the movie got me and i wanted to continue that.

After we had a big disscusion about Mr.Keating and his teaching methods ,i saw how different he was in contrast to the other teachers for example the headmaster gale nolan. Mr Keating is a type of character ,who is open for everything and for everyone . Therefore the students who are more introverted get more self confidet but Keating does not think about the consequences. Dean Nolan,the headmaster of the academy is a strict teacher who advised Keating About the Curriculum ,which is set for the highschool.todd Andersson ,who is the second Generation on this School from his Family , is a silent and introverted character. But after on class with Keating he felt better and get more self confident. I can identify me with Todd Andersson because he is a silent type like me. But otherwise i cvan identify me with Keating too. iam open for everyone.

In conclusion i can advise you to see the movie and make you own opinion of that. carpe diem.Seize the day.",10
This film portrays an atmosphere so real it hurts.,"I know many people who have seen this film and I have not found anyone who was not touched by it, in some way.

Anyone who endured a strict boarding school regime will immediately identify with the film. The battle between the system that wants you to conform, without question, and the needs of a human being to establish an identity and individual character, are beautifully portrayed in this moving film.

This film has had more impact on me and my attitude life than any other film I've ever seen. It also shows that individuality sometimes comes with a price; which will, hopefully, not as serious in real life.",10
Recommended for High School Kids?,"As a substitute teacher, this is the one movie which a lot of teachers seem to leave for their kids in their absence. While I'm not a big fan of ""highly rated"" movies, this movie does have a lot of appeal and a knack for anyone to want to re-read the classics. The only role I liked was Robin Williams as the maniac professor who actually gets through to his students while Kurtwood Smith ("" Last of the Dogmen,,"") plays a father a bit too close to my dad as if he's getting ready for his TV role on ""That 70s Show.""",8
One of the best movies I've ever seen.,"This is one of the best movies I've ever seen. I saw it for the first time on TV. I was bored and there was nothing to watch, and then the movie started. After only a short while I was entoxicated by it. The actors where god-like. It had a great message. And the ending scene was so good i got chills. And it's always fun to get surprised like that, when you have absolutely no idea about the movie and are bored in front of the TV. It was truly amazing.",10
"Captain, my captain","A good movie moves people and makes them want to watch it twice. Though the translation isn't perfect so that I didn't understand it fully, but which didn't prevent me from flooding inside. 　　 　　For the teacher, John Keating 　　A teacher, who asked his students to rip the preface of the book, who taught every lesson in a unique way, named Keating. You may discover his ambition as well as his misgivings at his first appearing in the opening ceremony of a new term. And I found him a great teacher who made students realize "" Carpe Diem "" which means "" to seize the day "" in his first lesson, who asked his boys to stand on the desk "" to view the world in an new way "", who inspired Todd Anderson whose huge inner talent broke out then, who guided Neal to negotiate with his father and comforted him and assured him not being trapped, who cried badly while discovering the poetry anthology, five centuries of verse, which he had read before and wrote inspiring words on, in Neal's desk, who left at last with his thanks and smile, who is respectable. You may consider Keating had ended with a failure, for his students died or dispelled, for the Dead Society Society broke up and the school turned back to its original tradition at last. But you can't ignore the significant influence he made on his students, on Todd, on Neal, on each member in the Society (though he didn't encourage his students to found it at all), on everyone including us, the spectators. You also can't deny what the boys behaved in the last scene is exactly Keating's triumph. 　　 　　For Neil Perry 　　The excellent guy who owns a virtue of optimism, kind-heart, responsibility, persistence, passion and leadership. And he is also the new founder of Dead Poets Society, an age later. With Neal's encouragement and organization, the Society made its sense. A friend told me that he realized someone would die in the first scene, the picture of former members of the Society, together with the heavy melody in the movie. However, I didn't sense it until Neal took on the coronal and off, in the moon light, naked. Anyway, it's beyond my expectation that he had chosen death as the way to fight against his father's arrangement, order and reproach. Are dreams so gentle in front of the facts? While, just as most poets did, he didn't find a hope in the very verge of despair. 　　How could fate so cruel to such a good boy? I was perplexed, though I didn't burst into tears, a tough stir meant more, and the anguish must be much easier than Todd and Keating. 　　 　　For Todd Anderson 　　Neal's roommate, the boy who is a definitely good student, with all the merits called for in the traditional and principled high school, who turned downed down to go to the carve at first, who wrote and revised his own poem again and again by himself, whose face turned red and anxious in the class while Keating asking students to read their own poems on the platform. And he refused the offer as usual. Nevertheless, he's talent was discovered by Mr. Keating, his captain. He shouted ""his teeth is sweating"" by the inspiration of Keating, and his marvelous inner talent shook everyone, ""Truth is like a blanket that always leaves your feet cold. You push it, stretch it, it'll never be enough. Kick at it, beat it, it'll never cover any of us. From the moment we enter crying, to the movement we leave dying, it'll just cover your face as you wail and cry and scream"", weren't you? And his significant change proved Keating's success fully. He dare expressed his redemption and regret and miser and thanks in such a courageous way, such an extra ordinate way and such a proper way, to stand on the desk, just as what Keating taught them, and to call ""Captain, my captain"", the greatest name we can call a teacher. 　　 　　To some extent, he is the one with whom I shared most common points, especially at the same age, 3 or 4 years ago, sensitive, introverted, dares not to express his inner heart, self-abased, scholastic. But the difference lies in that he's inspired by Mr. Keating; he's helped by his roommate, Neal. But, who's my Mr. Keating, who's my Neal? And, where are my passions, my dreams now? Have they all gone? I fell so cold, but I decide to find them out.

For dream 　　 　　Fighting against reality, ideal turned out to be fragile. However, in the shine of the dream, the common custom shows its cowardice. If not, betrayer of the Society wouldn't lowered his voice reading ""what is poem"" at the traditional new teacher's order, on the preface that Keating asked them to have ripped, when the captain of his dream saw him. There is surely important to have a dream, but it is even more important to hold it on. That's maybe the reason I failed to cry out, to let out my emotions, because I feel guilty somehow. Times and times, the strong music beats at my heart heavily, and I ask myself where my dreams are. Where are they? Have they deserved me when I am busy study for exams? Or I am left alone because of my laziness and easy-satisfying? 　　 　　I ask my captain, how long it leaves to our fearful trip? 　　Captain answered, don't be afraid, we bound to arriving. 　　I ask my captain, what is the direction of my dream? 　　Captain answered, follow you heart, and heart will tell you. 　　 　 　　Yes, my captain, it's time for me to follow my heart.",9
Whoa...,I watched this movie as a school project and was riveted to the screen with the great performances and the creepy suicide scene. The plot and storyline were good. The great movie was also a rarity since it is one of the few times Robin Williams has played a great role and a serious one at the same time. The ending was expected but I liked it since it was inspiring and greatly anticipated. A definite ten for this movie since it was thought provoking and very well made at the same time.,10
Robin Williams is Extraordinary in his best role.,"This is a beautiful touching Film. This was the type of inspirational movie there's nothing really bad to say about at all. Everyone was magnificent in this particularly Robin Williams who does some truly beautiful, moving, acting and establishes himself as far more then a comedy actor. This is also a movie(if by chance you HAVEN'T seen-bring a lot of tissue-you will need it as you'll probably be crying your eyes out!)

My only complaint isn't about the film but about the fact(and I could be wrong on this) that I didn't see it in the IMDb top 250-now maybe I just missed it-but if any movie deserves to be included this one does. A must see if one hasn't already seen it.",10
A truly beautiful movie,"Remember how I said that there are always films that will change your perceptions, get under your skin, and never come out? I've marked Precious as one such film. I've found yet another that has fallen in the same category - Dead Poets Society.

Dead Poets Society explores going against the status quo and not being afraid of embracing the arts. Todd (Ethan Hawke), an extremely shy boy, has been sent to a school where he makes friends with Neil (Robert Sean Leonard), an intelligent and popular boy. Neil, who has a flair for acting, is under his father's overbearing rule. With the help of their English teacher, Mr Keating (Robin Williams), and a handful of their schoolmates, Todd and Neil learn that being different isn't all that bad.

This movie is ideally juxtaposed to conformism, and that's what I absolutely love about it. Right now, everyone wants to earn O level grades, get into a good JC, end up in a good university, get a good job, start a good life, and be good until they day we die. We are so caught up in being 'good' and comfortable, that being different irks us.

This movie emphasises the great pleasure of life, and that we have a basic moral obligation to making the best of it. Ultimately, the world is our oyster. The only thing standing in our way to greatness is us. We set our standards, our limitations, our capabilities. This is why we have to break out of our comfort zones in order to ""seize the day, and make our lives extraordinary"". Rising up against the norm is what we have to do; to treasure what makes us happy, and to get rid of what doesn't.

Dead Poets Society is a true gem, an exhilarating masterpiece, a movie that has made me want to live, laugh and love more. A truly beautiful movie, 10/10.

Carpe diem. Seize the day, dear readers, make your lives extraordinary.",10
The Best Movie ever made!,"This is my all time favourite movie! Robin Williams and Ethan Hawk are both just superb. More movies like this one, please! The ending always leaves me crying my eyes out. I love this movie!",10
Unique and Instructor,"I enjoyed every moment of the film and this film touched my heart and I recommend to all teenagers and young people to watch this film and I wish that all human beings have the chance to be educated at a sensitive age, under the supervision of awareness teachers. Life lessons are the most important lessons to be taught in school. A strong film with strong text and strong actors ...",10
Robin Williams Shines,"Knowing that Robin Williams would play a lead role in this story, I had high expectations, and I believe they were well-founded, as the character of John Keating is ideal for Williams, who knows how to impact the lives of others, and essentially, that is Keating's role with his students. That said, I must add that everyone gave a very good performance in their respective roles; however, Robin Williams, Ethan Hawke, Robert Sean Leonard, and Gale Hansen stood out. Additionally, there are very impactful scenes that really make you reflect on life and that could undoubtedly change the lives of the students; therefore, I must praise the writing of such dialogues. Whether it's the first carpe diem, the march of eccentricity, or Anderson's public confrontation, each of them was striking and outstanding. The only thing I find some displeasure with is the harsh reality of the contexts presented, whether it's the school's obtuse blindness, the coldness of the parents, or the indifference of certain classmates. Not because it was a mistake by the writer, but because that is the raw reality of our world, and even in this work, it is hard to digest. I must admit that this work is not for everyone, as it doesn't have a narrative rhythm with great ups and downs, nor captivating events, nor shiny ornaments; however, as a writer, it is impossible for me to deny my predisposition to love it.",10
